living_type,city,name,link,image_front,preferred_gender,primitive_location,location,rent_per_month,security_deposit,total_beds_in_pg,images_links,description,amenities,details
pg/co-living,Bangalore.html,RSMBAN1026 Boys PG ,https://www.roomsoom.com/pg-near-CV-Raman-Nagar--in-Bangalore-77,https://www.roomsoom.com/public/image-2020/property-image/77/101.JPG,boys,"in CV Raman Nagar , Bangalore ","Address : #108, Behind HP petrol pump, 3rd main road, Bayarappa  layout  , CV Raman Nagar  , Bangalore ","₹ 6,000/",2 Months Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/77/101.JPG', 'https://www.roomsoom.com/public/image-2020/property-image/77/102.jpeg']","['Double Sharing  7,500 / Bed,Triple Sharing  6,000 / Bed,Single Sharing  14,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Need a Boys PG in CV Raman Nagar , Bangalore, this property is an ideal choice for you to serve your housing needs. The house is managed by Roomsoom and all the facilities are provided to the residents inclusive of the rent. The rent is affordable and you can live here comfortably for as long as you want.Amenities and facilities required to live a comfortable life are provided such as Wi-Fi, kitchen refrigerator, RO water, washing machine, etc. These are common facilities that all the residents can use.The rooms are available in double occupancy only. You can choose this as per your desired mode of living. However, we ensure complete privacy to our residents, no matter if it's a sharing room or a single room. The safety and security of girls is taken care of.Your New NeighborhoodCorporate:     Bagmane Tech park- 200m "
pg/co-living,Bangalore.html,RSMBAN1012 Boys PG ,https://www.roomsoom.com/pg-near-HSR-Layout-in-Bangalore-79,https://www.roomsoom.com/public/image-2020/property-image/79/101.jpeg,boys,"in HSR Layout, Bangalore ","Address : 397 HSR, Ground Floor , HSR Layout , Bangalore ","₹ 6,000/",2 Months Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/79/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/79/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/79/103.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/79/104.jpeg']","['Double Sharing  7,500 / Bed,Triple Sharing  6,000 / Bed,Single Sharing  14,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Looking for a Boys PG in HSR Layout, Bangalore? This property by Roomsoom is a perfect choice for you to go ahead with. Here the rent is extremely affordable and the house is extremely comfortable to live for a long time. It doesn't matter if you are a student or a working professional, you can live here with ease.Facilities such as Wi-Fi is available for you to enjoy hours of browsing on the Internet. Common services like RO water, washing machine, kitchen, etc is there for the residents so you can do your stuff whenever you want with ease.The property is equipped with CCTV surveillance all around so the safety of the residents is ensured. Available in double sharing, boys can expect an ideal stay here. The privacy of the residents is ensured and there is no interference from the owner or the staff.Your New NeighborhoodCorporate: I-Tech Avionics India Pvt. Ltd.-1.2km.Technoforte Software Pvt Ltd -650mInstitutes:  The Oxford College of Science -650mLifestyle: Big market hub-1KMAishwarya market- 400mMishmash Restobar- 350m "
pg/co-living,Bangalore.html,RSMBAN1013 Boys PG ,https://www.roomsoom.com/pg-near-Kadubeesanahalli-in-Bangalore-163,https://www.roomsoom.com/public/image-2020/property-image/163/101.jpeg,boys,"in Kadubeesanahalli, Bangalore ","Address : 316 Prakasha pride society, Ground Floor , Kadubeesanahalli , Bangalore ","₹ 7,000/",2 Months Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/163/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/163/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/163/103.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/163/104.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Single Sharing  15,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","This Boys PG in Kadubeesanahalli, Bangalore is an ideal place for guys who are looking for a convenient place to stay for a long time or short time. The property is managed by Roomsoom and all the services are provided to the residents to ensure they have a happy stay. Amenities and facilities required to live a comfortable life are provided such as Wi-Fi, kitchen refrigerator, RO water, washing machine, etc.These amenities can be used by all the residents and no extra cost is applied for their usage. The housekeeping staff ensures to clean your rooms and the surroundings regularly so that the place stays neat and clean and hygienic. Through secured Wi-Fi login and passwords, you can enjoy browsing on the Internet for hours without anyone's interference.The rooms are available in single and double sharing so you can opt-out of them as per your choice and budget. The privacy of the residents is ensured without any interference from the owner or the staff.You’re New Neighborhood Corporate: JP morgan- 200mAdobe-150mPrestige Tech Park- 200m Lifestyle: Croma- 300mStar market-200m"
pg/co-living,Bangalore.html,RSMBAN1018 Boys PG ,https://www.roomsoom.com/pg-near-Kadubeesanahalli-in-Bangalore-164,https://www.roomsoom.com/public/image-2020/property-image/164/101.jpeg,boys,"in Kadubeesanahalli, Bangalore ","Address : 411 Prakash flat society, 3rd Floor , Kadubeesanahalli , Bangalore ","₹ 7,000/",2 Months Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/164/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/164/102.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","This Boys PG in Kadubeesanahalli, Bangalore is an ideal place for guys who are looking for a convenient place to stay for a long time or short time. The property is managed by Roomsoom and all the services are provided to the residents to ensure they have a happy stay. Amenities and facilities required to live a comfortable life are provided such as Wi-Fi, kitchen refrigerator, RO water, washing machine, etc.These amenities can be used by all the residents and no extra cost is applied for their usage. The housekeeping staff ensures to clean your rooms and the surroundings regularly so that the place stays neat and clean and hygienic. Through secured Wi-Fi login and passwords, you can enjoy browsing on the Internet for hours without anyone's interference.The rooms are available in single and double sharing so you can opt-out of them as per your choice and budget. The privacy of the residents is ensured without any interference from the owner or the staff.You’re New Neighborhood Commute: Halasuru Metro Station -10.6kmCorporate:  CenturyLink Technologies India Pvt. Ltd.-600mKalki Communication Technologies Private Limited 400m awayInstitutes: IITians Classes gate Aerospace|Mechanical|Electronics|Electrical|Coaching Institue -2.7Km Asian Institute Of Design-6.8kmLifestyle: Big market hub -1KAnand Super Market -950m "
pg/co-living,Bangalore.html,RSMBAN1015 Boys PG ,https://www.roomsoom.com/pg-near-Kadubeesanahalli-in-Bangalore-165,https://www.roomsoom.com/public/image-2020/property-image/165/101.jpeg,boys,"in Kadubeesanahalli, Bangalore ","Address : 316 Prakash flat society, 2nd Floor , Kadubeesanahalli , Bangalore ","₹ 7,000/",2 Months Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/165/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/165/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/165/103.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","This Boys PG in Kadubeesanahalli, Bangalore is an ideal place for guys who are looking for a convenient place to stay for a long time or short time. The property is managed by Roomsoom and all the services are provided to the residents to ensure they have a happy stay. Amenities and facilities required to live a comfortable life are provided such as Wi-Fi, kitchen refrigerator, RO water, washing machine, etc.These amenities can be used by all the residents and no extra cost is applied for their usage. The housekeeping staff ensures to clean your rooms and the surroundings regularly so that the place stays neat and clean and hygienic. Through secured Wi-Fi login and passwords, you can enjoy browsing on the Internet for hours without anyone's interference.The rooms are available in single and double sharing so you can opt-out of them as per your choice and budget. The privacy of the residents is ensured without any interference from the owner or the staff.You’re New Neighborhood Commute: Halasuru Metro Station -10.6kmCorporate: CenturyLink Technologies India Pvt. Ltd.-600mKalki Communication Technologies Private Limited 400m awayInstitutes: IITians Classes gate Aerospace|Mechanical|Electronics|Electrical|Coaching Institue -2.7Km Asian Institute Of Design-6.8kmLifestyle: Big market hub -1KmAnand Super Market -950m "
pg/co-living,Bangalore.html,RSMBAN1016 Boys PG ,https://www.roomsoom.com/pg-near-Kadubeesanahalli-in-Bangalore-166,https://www.roomsoom.com/public/image-2020/property-image/166/101.jpeg,boys,"in Kadubeesanahalli, Bangalore ","Address : 206 Prakash flat society, 1st Floor , Kadubeesanahalli , Bangalore ","₹ 7,000/",2 Months Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/166/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/166/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/166/103.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/166/104.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Single Sharing  15,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","This Boys PG in Kadubeesanahalli, Bangalore is an ideal place for guys who are looking for a convenient place to stay for a long time or short time. The property is managed by Roomsoom and all the services are provided to the residents to ensure they have a happy stay. Amenities and facilities required to live a comfortable life are provided such as Wi-Fi, kitchen refrigerator, RO water, washing machine, etc.These amenities can be used by all the residents and no extra cost is applied for their usage. The housekeeping staff ensures to clean your rooms and the surroundings regularly so that the place stays neat and clean and hygienic. Through secured Wi-Fi login and passwords, you can enjoy browsing on the Internet for hours without anyone's interference.The rooms are available in single and double sharing so you can opt-out of them as per your choice and budget. The privacy of the residents is ensured without any interference from the owner or the staff.You’re New Neighborhood Corporate: Prestige Tech Park- 200mJP Morgan- 200mAdobe- 150mLifestyle: Croma-300mStar Super Market- 200m"
pg/co-living,Bangalore.html,RSMBAN1017 Boys PG ,https://www.roomsoom.com/pg-near-Kadubeesanahalli-in-Bangalore-167,https://www.roomsoom.com/public/image-2020/property-image/167/101.jpeg,boys,"in Kadubeesanahalli, Bangalore ","Address : 313 Prakash flat society, 2nd Floor , Kadubeesanahalli , Bangalore ","₹ 7,000/",2 Months Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/167/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/167/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/167/103.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/167/104.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Single Sharing  15,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","This Boys PG in Kadubeesanahalli, Bangalore is an ideal place for guys who are looking for a convenient place to stay for a long time or short time. The property is managed by Roomsoom and all the services are provided to the residents to ensure they have a happy stay. Amenities and facilities required to live a comfortable life are provided such as Wi-Fi, kitchen refrigerator, RO water, washing machine, etc.These amenities can be used by all the residents and no extra cost is applied for their usage. The housekeeping staff ensures to clean your rooms and the surroundings regularly so that the place stays neat and clean and hygienic. Through secured Wi-Fi login and passwords, you can enjoy browsing on the Internet for hours without anyone's interference.The rooms are available in single and double sharing so you can opt-out of them as per your choice and budget. The privacy of the residents is ensured without any interference from the owner or the staff.You’re New Neighborhood Corporate: JP Morgan- 200mPrestige Tech Park- 150mAdobe- 200mLifestyle: Star super market- 200mCroma- 300m  "
pg/co-living,Bangalore.html,RSMBAN1021 Boys PG ,https://www.roomsoom.com/pg-near-Kundalahalli-in-Bangalore-168,https://www.roomsoom.com/public/image-2020/property-image/168/103.jpeg,boys,"in Kundalahalli, Bangalore ","Address : 104 casa di moda  , Kundalahalli , Bangalore ","₹ 6,500/",2 Months Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/168/103.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/168/105.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/168/107.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/168/108.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/168/109.jpeg']","['Double Sharing  7,500 / Bed,Triple Sharing  6,500 / Bed,Single Sharing  14,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","If you need a Boys PG in Kundalahalli, Bangalore, then try this property offered by Roomsoom. This well-maintained building contains spacious rooms that are equipped premium furnishings. You will get a high-speed Wi-Fi connection with which you can do hours of binge-watching on the Internet.Common facilities such as refrigerator, kitchen, RO water, washing machine, microwave, etc are available for the comfort of residents. So you can prepare good food for you whenever you like and you can wash your clothes easily using the washing machine. The rooms are available in single and double occupancy for the residents. If you want to have a hassle-free stay and comfortable life while living in a PG, schedule a free visit to this property and book it to make it yours.You’re New Neighborhood Corporate: CenturyLink Technologies India Pvt. Ltd.-600mKalki Communication Technologies Private Limited 400m awayInstitutes: IITians Classes gate Aerospace|Mechanical|Electronics|Electrical|Coaching Institue -2.7Km Lifestyle: More- 500mBig market hub -1KmAnand Super Market -950m "
pg/co-living,Bangalore.html,RSMBAN1023 Boys PG ,https://www.roomsoom.com/pg-near-Panathur--in-Bangalore-169,https://www.roomsoom.com/public/image-2020/property-image/169/101.jpeg,boys,"in Panathur , Bangalore ","Address : 36 A, Skanda Moksh , Panathur  , Bangalore ","₹ 6,500/",2 Months Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/169/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/103.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/104.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/105.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/106.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/107.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/108.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/109.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/110.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/111.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/112.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/113.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/114.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/115.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/169/116.jpeg']","['Double Sharing  7,500 / Bed,Triple Sharing  6,500 / Bed,Single Sharing  14,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","If you need a Boys PG in Panathur, Bangalore, then this property is the place where you should be. From fully-furnished rooms to facilities like housekeeping, AC, RO water, and others, you will get it all here so that you can live a hassle-free life.The rooms are spacious to keep your belongings organized. They are available in single, double, and triple occupancy. The rent is extremely affordable and includes the facilities that are offered to the residents.One of the major perks of living in this property is its proximity. The location is easily accessible to essential and day-to-day required facilities like chemist shops, fruit markets, grocery stores, ATMs, etc.Your New NeighborhoodCommute: Bellandur Railway Station- 2.8km Corporate: Adobe- 1kmPrestige Tech Park- 1kmLifestyle: Central Mall- 3km"
pg/co-living,Bangalore.html,RSMBAN1020 Boys PG ,https://www.roomsoom.com/pg-near-CV-Raman-Nagar-in-Bangalore-170,https://www.roomsoom.com/public/image-2020/property-image/170/101.jpeg,boys,"in CV Raman Nagar, Bangalore ","Address : 108 Bagmane, Ground Floor , CV Raman Nagar , Bangalore ","₹ 6,000/",2 Months Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/170/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/170/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/170/103.jpeg']","['Double Sharing  7,000 / Bed,Triple Sharing  6,000 / Bed,Single Sharing  13,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","This Boys PG in CV Raman Nagar, Bangalore is available on rent at budget-friendly prices. Here you will enjoy comfort and luxury in terms of the facilities and services provided. The rooms in this property are fully-furnished and well-maintained. They are neat and clean and will give you the feeling of living in your own home.The rooms are available in single and double occupancy. Living in this property would be a great choice for you as you can spend a good time and a life of freedom. You can invite other residents to your room and spend a good time with each other. There are no restrictions levied on the residents for doing group studies, or catching up together for movies, etc.What's nearby/Your New NeighborhoodCommute:Baiyappanahalli Metro Station -5km.Corporate:Dover India Pvt Ltd (Dover Solutions India) - 2.0Km.Institutes: Xpertised Learning -2.0Km.Lifestyle:Shahbaz market -2.1km.Subhash super bazaar -750m."
pg/co-living,Bangalore.html,RSMBAN1029 Boys PG ,https://www.roomsoom.com/pg-near-Doddanekundi--Vignan-nagar-in-Bangalore-175,https://www.roomsoom.com/public/image-2020/property-image/175/101.jpeg,boys,"in Doddanekundi, Vignan nagar, Bangalore ","Address : #26 near Dazzle car care, L Narayana Reddy Main Road , Doddanekundi, Vignan nagar , Bangalore ","₹ 6,000/",2 Months Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/175/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/175/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/175/103.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/175/104.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/175/105.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/175/106.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/175/107.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/175/108.jpeg']","['Double Sharing  7,000 / Bed,Triple Sharing  6,000 / Bed,Single Sharing  14,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Located at a convenient place, this Boys PG in Vignan Nagar , Bangalore is all that you need if you are looking for an ideal place to stay The property is extremely affordable for students and professionals and it comes equipped with all the conveniences offered in a PG. Spacious rooms are there equipped with AC to assure your comfort.Besides this high-speed Wi-Fi, refrigerator, kitchen, microwave, washing machine are some of the common facilities that you can enjoy while living at this property. The rooms are available in single and double occupancy.You can call other house residents to your room and have fun together while playing games or binge-watching Netflix and Prime Video.  "
